-----------------------------------
数据大于1M,已自动保存: /Serial_Assistant_Cfg/Auto_Save/2024-07-04_19-05-40.txt
-----------------------------------
[19:05:40.912] {A=-19.602,B=-9.60195,C=0.398049,D=10.398,E=20.398,F=30.398,G=40.398,H=50.398,I=60.398,J=70.398}
[19:06:59.648] {A=-72.1765,B=-62.1765,C=-52.1765,D=-42.1765,E=-32.1765,F=-22.1765,G=-12.1765,H=-2.17654,I=7.82346,J=17.8235}
[19:06:59.656] {A=-67.6905,B=-57.6905,C=-47.6905,D=-37.6905,E=-27.6905,F=-17.6905,G=-7.69049,H=2.30951,I=12.3095,J=22.3095}
[19:06:59.672] {A=-62.9376,B=-52.9376,C=-42.9376,D=-32.9376,E=-22.9376,F=-12.9376,G=-2.93757,H=7.06243,I=17.0624,J=27.0624}
[19:06:59.684] {A=-57.9365,B=-47.9365,C=-37.9365,D=-27.9365,E=-17.9365,F=-7.93652,G=2.06348,H=12.0635,I=22.0635,J=32.0635}
[19:06:59.688] {A=-52.707,B=-42.707,C=-32.707,D=-22.707,E=-12.707,F=-2.70704,G=7.29296,H=17.293,I=27.293,J=37.293}
[19:06:59.696] {A=-47.2698,B=-37.2698,C=-27.2698,D=-17.2698,E=-7.26977,F=2.73023,G=12.7302,H=22.7302,I=32.7302,J=42.7302}
[19:06:59.716] {A=-41.6461,B=-31.6461,C=-21.6461,D=-11.6461,E=-1.64614,F=8.35386,G=18.3539,H=28.3539,I=38.3539,J=48.3539}
[19:06:59.718] {A=-35.8583,B=-25.8583,C=-15.8583,D=-5.85831,E=4.14169,F=14.1417,G=24.1417,H=34.1417,I=44.1417,J=54.1417}
[19:06:59.729] {A=-29.9291,B=-19.9291,C=-9.92911,D=0.0708918,E=10.0709,F=20.0709,G=30.0709,H=40.0709,I=50.0709,J=60.0709}
[19:06:59.735] {A=-23.8819,B=-13.8819,C=-3.88191,D=6.11809,E=16.1181,F=26.1181,G=36.1181,H=46.1181,I=56.1181,J=66.1181}
[19:06:59.754] {A=-17.7406,B=-7.74056,C=2.25944,D=12.2594,E=22.2594,F=32.2594,G=42.2594,H=52.2594,I=62.2594,J=72.2594}
[19:06:59.761] {A=-11.5293,B=-1.52926,C=8.47074,D=18.4707,E=28.4707,F=38.4707,G=48.4707,H=58.4707,I=68.4707,J=78.4707}
[19:06:59.768] {A=-5.27251,B=4.72749,C=14.7275,D=24.7275,E=34.7275,F=44.7275,G=54.7275,H=64.7275,I=74.7275,J=84.7275}
[19:06:59.778] {A=1.00502,B=11.005,C=21.005,D=31.005,E=41.005,F=51.005,G=61.005,H=71.005,I=81.005,J=91.005}
[19:06:59.804] {A=7.2786,B=17.2786,C=27.2786,D=37.2786,E=47.2786,F=57.2786,G=67.2786,H=77.2786,I=87.2786,J=97.2786}
[19:06:59.806] {A=13.5235,B=23.5235,C=33.5235,D=43.5235,E=53.5235,F=63.5235,G=73.5235,H=83.5235,I=93.5235,J=103.523}
[19:06:59.816] {A=19.715,B=29.715,C=39.715,D=49.715,E=59.715,F=69.715,G=79.715,H=89.715,I=99.715,J=109.715}
[19:06:59.824] {A=25.8289,B=35.8289,C=45.8289,D=55.8289,E=65.8289,F=75.8289,G=85.8289,H=95.8289,I=105.829,J=115.829}
[19:06:59.834] {A=31.8409,B=41.8409,C=51.8409,D=61.8409,E=71.8409,F=81.8409,G=91.8409,H=101.841,I=111.841,J=121.841}
[19:06:59.846] {A=37.7273,B=47.7273,C=57.7273,D=67.7273,E=77.7273,F=87.7273,G=97.7273,H=107.727,I=117.727,J=127.727}
[19:06:59.858] {A=43.4651,B=53.4651,C=63.4651,D=73.4651,E=83.4651,F=93.4651,G=103.465,H=113.465,I=123.465,J=133.465}
[19:06:59.866] {A=49.0314,B=59.0314,C=69.0314,D=79.0314,E=89.0314,F=99.0314,G=109.031,H=119.031,I=129.031,J=139.031}
[19:06:59.878] {A=54.4045,B=64.4045,C=74.4045,D=84.4045,E=94.4045,F=104.404,G=114.404,H=124.404,I=134.404,J=144.404}
[19:06:59.888] {A=59.5631,B=69.5631,C=79.5631,D=89.5631,E=99.5631,F=109.563,G=119.563,H=129.563,I=139.563,J=149.563}
[19:06:59.899] {A=64.4868,B=74.4868,C=84.4868,D=94.4868,E=104.487,F=114.487,G=124.487,H=134.487,I=144.487,J=154.487}
[19:06:59.908] {A=69.1563,B=79.1563,C=89.1563,D=99.1563,E=109.156,F=119.156,G=129.156,H=139.156,I=149.156,J=159.156}
[19:06:59.918] {A=73.5531,B=83.5531,C=93.5531,D=103.553,E=113.553,F=123.553,G=133.553,H=143.553,I=153.553,J=163.553}
[19:06:59.926] {A=77.66,B=87.66,C=97.66,D=107.66,E=117.66,F=127.66,G=137.66,H=147.66,I=157.66,J=167.66}
[19:06:59.936] {A=81.4606,B=91.4606,C=101.461,D=111.461,E=121.461,F=131.461,G=141.461,H=151.461,I=161.461,J=171.461}
[19:06:59.947] {A=84.9402,B=94.9402,C=104.94,D=114.94,E=124.94,F=134.94,G=144.94,H=154.94,I=164.94,J=174.94}
[19:06:59.956] {A=88.0848,B=98.0848,C=108.085,D=118.085,E=128.085,F=138.085,G=148.085,H=158.085,I=168.085,J=178.085}
[19:06:59.966] {A=90.8821,B=100.882,C=110.882,D=120.882,E=130.882,F=140.882,G=150.882,H=160.882,I=170.882,J=180.882}
[19:06:59.975] {A=93.3212,B=103.321,C=113.321,D=123.321,E=133.321,F=143.321,G=153.321,H=163.321,I=173.321,J=183.321}
[19:06:59.986] {A=95.3923,B=105.392,C=115.392,D=125.392,E=135.392,F=145.392,G=155.392,H=165.392,I=175.392,J=185.392}
[19:06:59.996] {A=97.0874,B=107.087,C=117.087,D=127.087,E=137.087,F=147.087,G=157.087,H=167.087,I=177.087,J=187.087}
[19:07:00.006] {A=98.3996,B=108.4,C=118.4,D=128.4,E=138.4,F=148.4,G=158.4,H=168.4,I=178.4,J=188.4}
[19:07:00.015] {A=99.3239,B=109.324,C=119.324,D=129.324,E=139.324,F=149.324,G=159.324,H=169.324,I=179.324,J=189.324}
[19:07:00.027] {A=99.8567,B=109.857,C=119.857,D=129.857,E=139.857,F=149.857,G=159.857,H=169.857,I=179.857,J=189.857}
[19:07:00.040] {A=99.9957,B=109.996,C=119.996,D=129.996,E=139.996,F=149.996,G=159.996,H=169.996,I=179.996,J=189.996}
[19:07:00.049] {A=99.7405,B=109.741,C=119.741,D=129.741,E=139.741,F=149.741,G=159.741,H=169.741,I=179.741,J=189.741}
[19:07:00.068] {A=99.0921,B=109.092,C=119.092,D=129.092,E=139.092,F=149.092,G=159.092,H=169.092,I=179.092,J=189.092}
[19:07:00.071] {A=98.053,B=108.053,C=118.053,D=128.053,E=138.053,F=148.053,G=158.053,H=168.053,I=178.053,J=188.053}
[19:07:00.079] {A=96.6273,B=106.627,C=116.627,D=126.627,E=136.627,F=146.627,G=156.627,H=166.627,I=176.627,J=186.627}
[19:07:00.092] {A=94.8207,B=104.821,C=114.821,D=124.821,E=134.821,F=144.821,G=154.821,H=164.821,I=174.821,J=184.821}
[19:07:00.100] {A=92.6402,B=102.64,C=112.64,D=122.64,E=132.64,F=142.64,G=152.64,H=162.64,I=172.64,J=182.64}
[19:07:00.114] {A=90.0945,B=100.094,C=110.094,D=120.094,E=130.094,F=140.094,G=150.094,H=160.094,I=170.094,J=180.094}
[19:07:00.121] {A=87.1936,B=97.1936,C=107.194,D=117.194,E=127.194,F=137.194,G=147.194,H=157.194,I=167.194,J=177.194}
[19:07:00.130] {A=83.9489,B=93.9489,C=103.949,D=113.949,E=123.949,F=133.949,G=143.949,H=153.949,I=163.949,J=173.949}
[19:07:00.141] {A=80.3733,B=90.3733,C=100.373,D=110.373,E=120.373,F=130.373,G=140.373,H=150.373,I=160.373,J=170.373}
[19:07:00.152] {A=76.4807,B=86.4807,C=96.4807,D=106.481,E=116.481,F=126.481,G=136.481,H=146.481,I=156.481,J=166.481}
[19:07:00.158] {A=72.2867,B=82.2867,C=92.2867,D=102.287,E=112.287,F=122.287,G=132.287,H=142.287,I=152.287,J=162.287}
[19:07:00.166] {A=67.8076,B=77.8076,C=87.8076,D=97.8076,E=107.808,F=117.808,G=127.808,H=137.808,I=147.808,J=157.808}
[19:07:00.177] {A=63.0613,B=73.0613,C=83.0613,D=93.0613,E=103.061,F=113.061,G=123.061,H=133.061,I=143.061,J=153.061}
[19:07:00.192] {A=58.0663,B=68.0663,C=78.0663,D=88.0663,E=98.0663,F=108.066,G=118.066,H=128.066,I=138.066,J=148.066}
[19:07:00.198] {A=52.8423,B=62.8423,C=72.8423,D=82.8423,E=92.8423,F=102.842,G=112.842,H=122.842,I=132.842,J=142.842}
[19:07:00.208] {A=47.4101,B=57.4101,C=67.4101,D=77.4101,E=87.4101,F=97.4101,G=107.41,H=117.41,I=127.41,J=137.41}
[19:07:00.217] {A=41.7909,B=51.7909,C=61.7909,D=71.7909,E=81.7909,F=91.7909,G=101.791,H=111.791,I=121.791,J=131.791}
[19:07:00.229] {A=36.0069,B=46.0069,C=56.0069,D=66.0069,E=76.0069,F=86.0069,G=96.0069,H=106.007,I=116.007,J=126.007}
[19:07:00.239] {A=30.081,B=40.081,C=50.081,D=60.081,E=70.081,F=80.081,G=90.081,H=100.081,I=110.081,J=120.081}
[19:07:00.249] {A=24.0365,B=34.0365,C=44.0365,D=54.0365,E=64.0365,F=74.0365,G=84.0365,H=94.0365,I=104.037,J=114.037}
[19:07:00.258] {A=17.8973,B=27.8973,C=37.8973,D=47.8973,E=57.8973,F=67.8973,G=77.8973,H=87.8973,I=97.8973,J=107.897}
[19:07:00.268] {A=11.6875,B=21.6875,C=31.6875,D=41.6875,E=51.6875,F=61.6875,G=71.6875,H=81.6875,I=91.6875,J=101.687}
[19:07:00.276] {A=5.43155,B=15.4316,C=25.4316,D=35.4316,E=45.4316,F=55.4316,G=65.4316,H=75.4316,I=85.4316,J=95.4316}
[19:07:00.288] {A=-0.845765,B=9.15423,C=19.1542,D=29.1542,E=39.1542,F=49.1542,G=59.1542,H=69.1542,I=79.1542,J=89.1542}
[19:07:00.297] {A=-7.11975,B=2.88025,C=12.8803,D=22.8803,E=32.8803,F=42.8803,G=52.8803,H=62.8803,I=72.8803,J=82.8803}
[19:07:00.308] {A=-13.3657,B=-3.36566,C=6.63434,D=16.6343,E=26.6343,F=36.6343,G=46.6343,H=56.6343,I=66.6343,J=76.6343}
[19:07:00.316] {A=-19.5589,B=-9.55887,C=0.441126,D=10.4411,E=20.4411,F=30.4411,G=40.4411,H=50.4411,I=60.4411,J=70.4411}
[19:07:00.328] {A=-25.675,B=-15.675,C=-5.67498,D=4.32502,E=14.325,F=24.325,G=34.325,H=44.325,I=54.325,J=64.325}
[19:07:00.338] {A=-31.6899,B=-21.6899,C=-11.6899,D=-1.68986,E=8.31014,F=18.3101,G=28.3101,H=38.3101,I=48.3101,J=58.3101}
[19:07:00.348] {A=-37.5798,B=-27.5798,C=-17.5798,D=-7.5798,E=2.4202,F=12.4202,G=22.4202,H=32.4202,I=42.4202,J=52.4202}
[19:07:00.358] {A=-43.3216,B=-33.3216,C=-23.3216,D=-13.3216,E=-3.32158,F=6.67842,G=16.6784,H=26.6784,I=36.6784,J=46.6784}
[19:07:00.367] {A=-48.8926,B=-38.8926,C=-28.8926,D=-18.8926,E=-8.89257,F=1.10743,G=11.1074,H=21.1074,I=31.1074,J=41.1074}
[19:07:00.376] {A=-54.2708,B=-44.2708,C=-34.2708,D=-24.2708,E=-14.2708,F=-4.27079,G=5.72921,H=15.7292,I=25.7292,J=35.7292}
[19:07:00.386] {A=-59.435,B=-49.435,C=-39.435,D=-29.435,E=-19.435,F=-9.43505,G=0.564952,H=10.565,I=20.565,J=30.565}
[19:07:00.404] {A=-64.365,B=-54.365,C=-44.365,D=-34.365,E=-24.365,F=-14.365,G=-4.36498,H=5.63502,I=15.635,J=25.635}
[19:07:00.416] {A=-69.0412,B=-59.0412,C=-49.0412,D=-39.0412,E=-29.0412,F=-19.0412,G=-9.04115,H=0.958848,I=10.9588,J=20.9588}
[19:07:00.418] {A=-73.4451,B=-63.4451,C=-53.4451,D=-43.4451,E=-33.4451,F=-23.4451,G=-13.4451,H=-3.44513,I=6.55487,J=16.5549}
[19:07:00.428] {A=-77.5595,B=-67.5595,C=-57.5595,D=-47.5595,E=-37.5595,F=-27.5595,G=-17.5595,H=-7.55954,I=2.44046,J=12.4405}
[19:07:00.438] {A=-81.3682,B=-71.3682,C=-61.3682,D=-51.3682,E=-41.3682,F=-31.3682,G=-21.3682,H=-11.3682,I=-1.36817,J=8.63183}
[19:07:00.449] {A=-84.856,B=-74.856,C=-64.856,D=-54.856,E=-44.856,F=-34.856,G=-24.856,H=-14.856,I=-4.856,J=5.144}
[19:07:00.459] {A=-88.0093,B=-78.0093,C=-68.0093,D=-58.0093,E=-48.0093,F=-38.0093,G=-28.0093,H=-18.0093,I=-8.00929,J=1.99071}
[19:07:00.471] {A=-90.8156,B=-80.8156,C=-70.8156,D=-60.8156,E=-50.8156,F=-40.8156,G=-30.8156,H=-20.8156,I=-10.8156,J=-0.815591}
[19:07:00.483] {A=-93.2639,B=-83.2639,C=-73.2639,D=-63.2639,E=-53.2639,F=-43.2639,G=-33.2639,H=-23.2639,I=-13.2639,J=-3.26385}
[19:07:00.486] {A=-95.3444,B=-85.3444,C=-75.3444,D=-65.3444,E=-55.3444,F=-45.3444,G=-35.3444,H=-25.3444,I=-15.3444,J=-5.34441}
[19:07:00.496] {A=-97.0491,B=-87.0491,C=-77.0491,D=-67.0491,E=-57.0491,F=-47.0491,G=-37.0491,H=-27.0491,I=-17.0491,J=-7.04908}
[19:07:00.514] {A=-98.3711,B=-88.3711,C=-78.3711,D=-68.3711,E=-58.3711,F=-48.3711,G=-38.3711,H=-28.3711,I=-18.3711,J=-8.37112}
[19:07:00.519] {A=-99.3053,B=-89.3053,C=-79.3053,D=-69.3053,E=-59.3053,F=-49.3053,G=-39.3053,H=-29.3053,I=-19.3053,J=-9.30533}
[19:07:00.525] {A=-99.848,B=-89.848,C=-79.848,D=-69.848,E=-59.848,F=-49.848,G=-39.848,H=-29.848,I=-19.848,J=-9.84803}
[19:07:00.534] {A=-99.9971,B=-89.9971,C=-79.9971,D=-69.9971,E=-59.9971,F=-49.9971,G=-39.9971,H=-29.9971,I=-19.9971,J=-9.99707}
[19:07:00.551] {A=-99.7519,B=-89.7519,C=-79.7519,D=-69.7519,E=-59.7519,F=-49.7519,G=-39.7519,H=-29.7519,I=-19.7519,J=-9.75186}
[19:07:00.558] {A=-99.1134,B=-89.1134,C=-79.1134,D=-69.1134,E=-59.1134,F=-49.1134,G=-39.1134,H=-29.1134,I=-19.1134,J=-9.11338}
[19:07:00.567] {A=-98.0841,B=-88.0841,C=-78.0841,D=-68.0841,E=-58.0841,F=-48.0841,G=-38.0841,H=-28.0841,I=-18.0841,J=-8.08414}
[19:07:00.578] {A=-96.6682,B=-86.6682,C=-76.6682,D=-66.6682,E=-56.6682,F=-46.6682,G=-36.6682,H=-26.6682,I=-16.6682,J=-6.66821}
[19:07:00.588] {A=-94.8711,B=-84.8711,C=-74.8711,D=-64.8711,E=-54.8711,F=-44.8711,G=-34.8711,H=-24.8711,I=-14.8711,J=-4.87115}
[19:07:00.600] {A=-92.7001,B=-82.7001,C=-72.7001,D=-62.7001,E=-52.7001,F=-42.7001,G=-32.7001,H=-22.7001,I=-12.7001,J=-2.70006}
[19:07:00.610] {A=-90.1635,B=-80.1635,C=-70.1635,D=-60.1635,E=-50.1635,F=-40.1635,G=-30.1635,H=-20.1635,I=-10.1635,J=-0.163491}
[19:07:00.620] {A=-87.2715,B=-77.2715,C=-67.2715,D=-57.2715,E=-47.2715,F=-37.2715,G=-27.2715,H=-17.2715,I=-7.27145,J=2.72855}
[19:07:00.630] {A=-84.0353,B=-74.0353,C=-64.0353,D=-54.0353,E=-44.0353,F=-34.0353,G=-24.0353,H=-14.0353,I=-4.03534,J=5.96466}
[19:07:00.641] {A=-80.4679,B=-70.4679,C=-60.4679,D=-50.4679,E=-40.4679,F=-30.4679,G=-20.4679,H=-10.4679,I=-0.467918,J=9.53208}
[19:07:00.652] {A=-76.5832,B=-66.5832,C=-56.5832,D=-46.5832,E=-36.5832,F=-26.5832,G=-16.5832,H=-6.58325,I=3.41675,J=13.4168}
[19:07:00.663] {A=-72.3966,B=-62.3966,C=-52.3966,D=-42.3966,E=-32.3966,F=-22.3966,G=-12.3966,H=-2.39664,I=7.60336,J=17.6034}
[19:07:00.668] {A=-67.9246,B=-57.9246,C=-47.9246,D=-37.9246,E=-27.9246,F=-17.9246,G=-7.92461,H=2.07539,I=12.0754,J=22.0754}
[19:07:00.685] {A=-63.1848,B=-53.1848,C=-43.1848,D=-33.1848,E=-23.1848,F=-13.1848,G=-3.18478,H=6.81522,I=16.8152,J=26.8152}
[19:07:00.691] {A=-58.1958,B=-48.1958,C=-38.1958,D=-28.1958,E=-18.1958,F=-8.19585,G=1.80415,H=11.8042,I=21.8042,J=31.8042}
[19:07:00.698] {A=-52.9775,B=-42.9775,C=-32.9775,D=-22.9775,E=-12.9775,F=-2.97747,G=7.02253,H=17.0225,I=27.0225,J=37.0225}
[19:07:00.704] {A=-47.5502,B=-37.5502,C=-27.5502,D=-17.5502,E=-7.55023,F=2.44977,G=12.4498,H=22.4498,I=32.4498,J=42.4498}
[19:07:00.723] {A=-41.9355,B=-31.9355,C=-21.9355,D=-11.9355,E=-1.93552,F=8.06448,G=18.0645,H=28.0645,I=38.0645,J=48.0645}
[19:07:00.731] {A=-36.1555,B=-26.1555,C=-16.1555,D=-6.15547,E=3.84453,F=13.8445,G=23.8445,H=33.8445,I=43.8445,J=53.8445}
[19:07:00.736] {A=-30.2329,B=-20.2329,C=-10.2329,D=-0.232886,E=9.76711,F=19.7671,G=29.7671,H=39.7671,I=49.7671,J=59.7671}
[19:07:00.755] {A=-24.1911,B=-14.1911,C=-4.1911,D=5.8089,E=15.8089,F=25.8089,G=35.8089,H=45.8089,I=55.8089,J=65.8089}
[19:07:00.762] {A=-18.0539,B=-8.05395,C=1.94605,D=11.9461,E=21.9461,F=31.9461,G=41.9461,H=51.9461,I=61.9461,J=71.9461}
[19:07:00.765] {A=-11.8456,B=-1.84561,C=8.15439,D=18.1544,E=28.1544,F=38.1544,G=48.1544,H=58.1544,I=68.1544,J=78.1544}
[19:07:00.776] {A=-5.59057,B=4.40943,C=14.4094,D=24.4094,E=34.4094,F=44.4094,G=54.4094,H=64.4094,I=74.4094,J=84.4094}
[19:07:00.791] {A=0.686505,B=10.6865,C=20.6865,D=30.6865,E=40.6865,F=50.6865,G=60.6865,H=70.6865,I=80.6865,J=90.6865}
[19:07:00.805] {A=6.96088,B=16.9609,C=26.9609,D=36.9609,E=46.9609,F=56.9609,G=66.9609,H=76.9609,I=86.9609,J=96.9609}
[19:07:00.808] {A=13.2078,B=23.2078,C=33.2078,D=43.2078,E=53.2078,F=63.2078,G=73.2078,H=83.2078,I=93.2078,J=103.208}
[19:07:00.814] {A=19.4027,B=29.4027,C=39.4027,D=49.4027,E=59.4027,F=69.4027,G=79.4027,H=89.4027,I=99.4027,J=109.403}
[19:07:00.824] {A=25.521,B=35.521,C=45.521,D=55.521,E=65.521,F=75.521,G=85.521,H=95.521,I=105.521,J=115.521}
[19:07:00.846] {A=31.5388,B=41.5388,C=51.5388,D=61.5388,E=71.5388,F=81.5388,G=91.5388,H=101.539,I=111.539,J=121.539}
[19:07:00.848] {A=37.4322,B=47.4322,C=57.4322,D=67.4322,E=77.4322,F=87.4322,G=97.4322,H=107.432,I=117.432,J=127.432}
[19:07:00.855] {A=43.178,B=53.178,C=63.178,D=73.178,E=83.178,F=93.178,G=103.178,H=113.178,I=123.178,J=133.178}
[19:07:00.864] {A=48.7536,B=58.7536,C=68.7536,D=78.7536,E=88.7536,F=98.7536,G=108.754,H=118.754,I=128.754,J=138.754}
[19:07:00.879] {A=54.137,B=64.137,C=74.137,D=84.137,E=94.137,F=104.137,G=114.137,H=124.137,I=134.137,J=144.137}
[19:07:00.894] {A=59.3069,B=69.3069,C=79.3069,D=89.3069,E=99.3069,F=109.307,G=119.307,H=129.307,I=139.307,J=149.307}
[19:07:00.896] {A=64.243,B=74.243,C=84.243,D=94.243,E=104.243,F=114.243,G=124.243,H=134.243,I=144.243,J=154.243}
[19:07:00.905] {A=68.9258,B=78.9258,C=88.9258,D=98.9258,E=108.926,F=118.926,G=128.926,H=138.926,I=148.926,J=158.926}
[19:07:00.914] {A=73.3369,B=83.3369,C=93.3369,D=103.337,E=113.337,F=123.337,G=133.337,H=143.337,I=153.337,J=163.337}
[19:07:00.931] {A=77.4589,B=87.4589,C=97.4589,D=107.459,E=117.459,F=127.459,G=137.459,H=147.459,I=157.459,J=167.459}
[19:07:00.945] {A=81.2755,B=91.2755,C=101.275,D=111.275,E=121.275,F=131.275,G=141.275,H=151.275,I=161.275,J=171.275}
[19:07:00.946] {A=84.7716,B=94.7716,C=104.772,D=114.772,E=124.772,F=134.772,G=144.772,H=154.772,I=164.772,J=174.772}
[19:07:00.955] {A=87.9336,B=97.9336,C=107.934,D=117.934,E=127.934,F=137.934,G=147.934,H=157.934,I=167.934,J=177.934}
[19:07:00.966] {A=90.7488,B=100.749,C=110.749,D=120.749,E=130.749,F=140.749,G=150.749,H=160.749,I=170.749,J=180.749}
[19:07:00.979] {A=93.2063,B=103.206,C=113.206,D=123.206,E=133.206,F=143.206,G=153.206,H=163.206,I=173.206,J=183.206}
[19:07:00.986] {A=95.2963,B=105.296,C=115.296,D=125.296,E=135.296,F=145.296,G=155.296,H=165.296,I=175.296,J=185.296}
[19:07:00.998] {A=97.0105,B=107.011,C=117.011,D=127.011,E=137.011,F=147.011,G=157.011,H=167.011,I=177.011,J=187.011}
[19:07:01.011] {A=98.3424,B=108.342,C=118.342,D=128.342,E=138.342,F=148.342,G=158.342,H=168.342,I=178.342,J=188.342}
[19:07:01.028] {A=99.2865,B=109.286,C=119.286,D=129.286,E=139.286,F=149.286,G=159.286,H=169.286,I=179.286,J=189.286}
[19:07:01.031] {A=99.8391,B=109.839,C=119.839,D=129.839,E=139.839,F=149.839,G=159.839,H=169.839,I=179.839,J=189.839}
[19:07:01.046] {A=99.9982,B=109.998,C=119.998,D=129.998,E=139.998,F=149.998,G=159.998,H=169.998,I=179.998,J=189.998}
[19:07:01.048] {A=99.7629,B=109.763,C=119.763,D=129.763,E=139.763,F=149.763,G=159.763,H=169.763,I=179.763,J=189.763}
[19:07:01.066] {A=99.1344,B=109.134,C=119.134,D=129.134,E=139.134,F=149.134,G=159.134,H=169.134,I=179.134,J=189.134}
[19:07:01.068] {A=98.115,B=108.115,C=118.115,D=128.115,E=138.115,F=148.115,G=158.115,H=168.115,I=178.115,J=188.115}
[19:07:01.079] {A=96.7089,B=106.709,C=116.709,D=126.709,E=136.709,F=146.709,G=156.709,H=166.709,I=176.709,J=186.709}
[19:07:01.094] {A=94.9214,B=104.921,C=114.921,D=124.921,E=134.921,F=144.921,G=154.921,H=164.921,I=174.921,J=184.921}
[19:07:01.097] {A=92.7597,B=102.76,C=112.76,D=122.76,E=132.76,F=142.76,G=152.76,H=162.76,I=172.76,J=182.76}
[19:07:01.103] {A=90.2323,B=100.232,C=110.232,D=120.232,E=130.232,F=140.232,G=150.232,H=160.232,I=170.232,J=180.232}
[19:07:01.114] {A=87.3491,B=97.3491,C=107.349,D=117.349,E=127.349,F=137.349,G=147.349,H=157.349,I=167.349,J=177.349}
[19:07:01.126] {A=84.1216,B=94.1216,C=104.122,D=114.122,E=124.122,F=134.122,G=144.122,H=154.122,I=164.122,J=174.122}
[19:07:01.138] {A=80.5624,B=90.5624,C=100.562,D=110.562,E=120.562,F=130.562,G=140.562,H=150.562,I=160.562,J=170.562}
[19:07:01.154] {A=76.6856,B=86.6856,C=96.6856,D=106.686,E=116.686,F=126.686,G=136.686,H=146.686,I=156.686,J=166.686}
[19:07:01.158] {A=72.5064,B=82.5064,C=92.5064,D=102.506,E=112.506,F=122.506,G=132.506,H=142.506,I=152.506,J=162.506}
[19:07:01.164] {A=68.0414,B=78.0414,C=88.0414,D=98.0414,E=108.041,F=118.041,G=128.041,H=138.041,I=148.041,J=158.041}
[19:07:01.174] {A=63.3081,B=73.3081,C=83.3081,D=93.3081,E=103.308,F=113.308,G=123.308,H=133.308,I=143.308,J=153.308}
[19:07:01.186] {A=58.3253,B=68.3253,C=78.3253,D=88.3253,E=98.3253,F=108.325,G=118.325,H=128.325,I=138.325,J=148.325}
[19:07:01.200] {A=53.1125,B=63.1125,C=73.1125,D=83.1125,E=93.1125,F=103.112,G=113.112,H=123.112,I=133.112,J=143.112}
[19:07:01.212] {A=47.6903,B=57.6903,C=67.6903,D=77.6903,E=87.6903,F=97.6903,G=107.69,H=117.69,I=127.69,J=137.69}
[19:07:01.222] {A=42.08,B=52.08,C=62.08,D=72.08,E=82.08,F=92.08,G=102.08,H=112.08,I=122.08,J=132.08}
[19:07:01.228] {A=36.3039,B=46.3039,C=56.3039,D=66.3039,E=76.3039,F=86.3039,G=96.3039,H=106.304,I=116.304,J=126.304}
[19:07:01.235] {A=30.3847,B=40.3847,C=50.3847,D=60.3847,E=70.3847,F=80.3847,G=90.3847,H=100.385,I=110.385,J=120.385}
[19:07:01.254] {A=24.3456,B=34.3456,C=44.3456,D=54.3456,E=64.3456,F=74.3456,G=84.3456,H=94.3456,I=104.346,J=114.346}
[19:07:01.259] {A=18.2106,B=28.2106,C=38.2106,D=48.2106,E=58.2106,F=68.2106,G=78.2106,H=88.2106,I=98.2106,J=108.211}
[19:07:01.266] {A=12.0037,B=22.0037,C=32.0037,D=42.0037,E=52.0037,F=62.0037,G=72.0037,H=82.0037,I=92.0037,J=102.004}
[19:07:01.274] {A=5.74958,B=15.7496,C=25.7496,D=35.7496,E=45.7496,F=55.7496,G=65.7496,H=75.7496,I=85.7496,J=95.7496}
[19:07:01.289] {A=-0.527242,B=9.47276,C=19.4728,D=29.4728,E=39.4728,F=49.4728,G=59.4728,H=69.4728,I=79.4728,J=89.4728}
[19:07:01.302] {A=-6.80199,B=3.19801,C=13.198,D=23.198,E=33.198,F=43.198,G=53.198,H=63.198,I=73.198,J=83.198}
[19:07:01.315] {A=-13.0499,B=-3.04992,C=6.95008,D=16.9501,E=26.9501,F=36.9501,G=46.9501,H=56.9501,I=66.9501,J=76.9501}
[19:07:01.317] {A=-19.2464,B=-9.2464,C=0.753603,D=10.7536,E=20.7536,F=30.7536,G=40.7536,H=50.7536,I=60.7536,J=70.7536}
[19:07:01.324] {A=-25.367,B=-15.367,C=-5.367,D=4.633,E=14.633,F=24.633,G=34.633,H=44.633,I=54.633,J=64.633}
[19:07:01.350] {A=-31.3876,B=-21.3876,C=-11.3876,D=-1.38759,E=8.61241,F=18.6124,G=28.6124,H=38.6124,I=48.6124,J=58.6124}
[19:07:01.361] {A=-37.2844,B=-27.2844,C=-17.2844,D=-7.28443,E=2.71557,F=12.7156,G=22.7156,H=32.7156,I=42.7156,J=52.7156}
[19:07:01.375] {A=-43.0343,B=-33.0343,C=-23.0343,D=-13.0343,E=-3.03427,F=6.96573,G=16.9657,H=26.9657,I=36.9657,J=46.9657}
[19:07:01.377] {A=-48.6145,B=-38.6145,C=-28.6145,D=-18.6145,E=-8.61446,F=1.38554,G=11.3855,H=21.3855,I=31.3855,J=41.3855}
[19:07:01.390] {A=-54.003,B=-44.003,C=-34.003,D=-24.003,E=-14.003,F=-4.00297,G=5.99703,H=15.997,I=25.997,J=35.997}
[19:07:01.395] {A=-59.1786,B=-49.1786,C=-39.1786,D=-29.1786,E=-19.1786,F=-9.17858,G=0.821417,H=10.8214,I=20.8214,J=30.8214}
